f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,target
-0.10168755080042957,-1.214665359339065,-0.08355481450170586,0.07890601187870332,-0.9327423448860488,-3.575771777200984,2.539723423389057,2.088891744362306,0.6855625986933871,-0.5506971329433066,1.1431135814285989,-0.6779253335007163,0
1.2493491504897434,0.3124704568143327,-1.969932337654986,0.45376673303120674,-1.7603561916406714,2.1733859783737772,-2.7148848510974766,-1.0605320244013465,-0.9979609358341262,4.499694998240253,-0.9336768446928656,0.5996701804913369,1
0.6003243877035759,-0.4388644491831186,-3.8024621811681834,-0.7924455898315651,0.9659173513651156,1.3882528315334184,-3.475132712841087,-0.08916371771318987,0.9182024873408037,1.6630773460042456,2.7125657549194413,-1.826818324072038,1
-0.09552759634006325,-4.3094126688084735,-3.0189899097640236,0.6820807407234017,-1.3172752821394935,-4.537629518649739,1.9179557238048093,-1.6985711667250727,0.1426984668570205,-0.21277365142363203,1.1569119829227712,-1.9636809196775133,1
1.7026108620362868,0.8538793453432718,1.08903050371514,1.0055977314199283,-2.0058951420589595,0.6513788743621354,-1.731907112925759,-1.0927330994922453,-0.2696637894884771,0.38734365862841136,-1.067816222325157,0.5906648704591018,1
1.808724395039119,1.582708142906906,-0.673956450600148,0.22162333870242515,-0.14647164843870164,1.2439203180363478,0.5261510012560348,1.823753329261422,-0.5516857170331932,1.2728293894888463,0.8378384236281555,-0.8893072718278887,0
0.6743253752039471,0.8811902276697949,0.6221371284301472,0.1220793219273974,-2.166690498064509,0.3009210763824618,-3.5321496991998185,-2.80071355844687,0.18841772778731183,1.2662863549971737,1.5760957160979465,1.3969123869555269,1
-1.7782316201293404,1.8157443523922878,3.9323187287361847,0.2881233747355777,-3.1791280618203683,-1.3314825565143444,-4.144832171200521,4.006489308772437,1.1461202758919125,2.5968332637306926,-1.4507604527360913,4.33409961169656,1
1.4861186669454576,-1.1016531111968402,-7.185613459260999,0.9868000682362299,1.6348263745902052,3.380278269717799,-3.9616760158829942,1.53939095474024,-0.32667029498368566,4.837521621142576,1.32169926411764,-2.8674165045806754,1
0.9876886513634024,1.9690694702297582,3.867176430859937,1.1254598634233441,-2.252926000756095,-0.30154904830334006,1.1910150680148563,-1.8501318795322184,-0.576805234001488,-1.019791129893908,-0.6096736181620813,1.6497046398826916,1
2.7810310686559756,3.0357782477412103,2.8619951539396546,0.28247146257209055,-2.235690703764865,1.034228087419823,1.9251851365371264,1.0404370003993126,0.2033262680872141,0.2928614689916864,-1.2664740921931055,0.2753210472319516,0
0.3802626320958372,2.2992025321119853,2.2645885206479526,0.665726528444646,-1.0190415074156114,2.2705251942677545,-1.1487522197787448,-0.9929889960585461,-1.756597402360955,1.3084874100232278,-1.3804820977573162,2.16749811614726,1
-0.4371052987198428,1.1146993458269823,-0.10596081108760858,0.9203695826493848,4.239931914657003,3.6494834234638005,-1.8837269855838894,-0.9679330863418216,0.29031008664728525,-1.7361512167741238,0.5966783706777828,2.1246684574447774,0
0.8477705476419901,-1.3173369027035025,-1.950460943755604,-0.5591082754175721,-1.8008969328691555,-0.6435565028385768,0.18336221440202927,-1.4136420351008918,-0.3949897797704661,0.9355227061897855,-0.38607682902610385,-3.343001095952193,1
-2.303981202010564,-0.44639932192827425,1.1206968472319725,0.8826326023423429,-0.8519941337268759,-1.4537868294587795,-0.6432498456240778,1.386480092510969,0.8228569778955643,0.8918945150912323,-0.8646559733989723,0.9799740035700923,0
1.5228487416730827,1.1276450368761144,-2.1873009518681505,0.6191282401777352,0.027302673820356338,2.32954633831377,2.653421427525238,0.3823114039051886,-0.2802457495374613,1.9653560253745774,-0.1094309535737259,-4.174405394751469,0
-0.8449153146747126,-0.3840215111485815,-0.8680704410416897,1.5188727230463805,-1.6361100957339605,-2.0231930220074865,-3.7575992271019416,-2.1806413118432064,0.28966776304396114,0.45959007805239427,4.774643798456083,-0.6849334485070178,0
0.08218848787939481,-2.0193509518548862,0.006099206348807255,1.1957870439908833,-2.3017102523075055,-2.8876590076638453,1.2542335069816295,-3.3175363503906015,-0.2961917649360126,-1.4063391278012032,0.1353181465392479,-2.161699914381648,1
-0.8634235665881351,-0.22809726782499506,0.42450135050881577,-1.0592123877121271,-0.17086180592856715,-1.4234171117613166,-2.9701349395675862,-1.1953159597747713,0.3877487150129537,-1.0318536232698534,2.9592533469936138,1.2128509340040419,0
2.2870614601575143,0.5264215761453496,-1.6424655374025816,0.5416927405510311,0.7514319515042607,4.521814024437414,0.10084310780823724,-3.454818660893353,1.5874862718093596,1.2708865378437557,-2.641292736693435,-0.666635125681327,1
0.09019247411665998,2.605974078269798,-1.5625758781766108,-0.04740214734779911,-1.321558873440537,1.8725166666600237,0.7892290849237102,-0.1204585445864963,0.19874460310668707,3.179144507785211,3.154330514690989,-5.1016871061321485,0
2.009339034695007,3.9920112093113547,-0.5836272265692187,1.0829167521367205,-0.9432839638023469,5.978400143689468,-5.3457003637939176,0.05893764899594989,-0.8866506955454058,5.096534627408298,-0.2217376686037026,1.2341924527903156,1
1.5697678431342028,1.8589589494250496,-0.3449653027076468,-1.0037357071944921,-0.4196329019275532,2.7970753543609668,-2.702737726744544,-1.4279701823309376,-1.292330660318318,1.4903027799343964,0.7986878607285195,0.3094877531111533,1
2.183078961942731,2.0998371743940476,-2.9966012301870903,-0.7399884184300958,-0.5052975706177908,5.670322543015928,-3.6556730595170066,-2.0308222025242237,-0.5711443897034607,5.623966422040706,-0.16676383792529026,-0.006393468495016208,1
-2.0907390225746285,-1.8114629999652154,-1.2520945950192301,0.6569558676037965,-2.076616325683064,-0.3670791666496564,-3.5998187156932078,1.638466095686115,0.1860019950588943,5.433589011342787,-3.3765625169019264,2.8592974056488663,1
1.9411917426713958,-0.16966241785356484,-2.523045069129374,-0.8513971552748127,0.7981454603926872,3.7592494940523538,-0.9969921404532339,-3.008010519669912,1.861444533763331,2.518143192326836,-1.652034621860885,1.0788925418547801,1
2.3072087990699393,0.4824531416410687,2.1874668349915085,1.095577753573354,-3.7725702799965637,-1.3003529087015242,0.5529171631989289,-2.187162681128534,1.1690470886738138,-0.43295918727974136,-1.183981967926909,-0.00480979792454006,1
-0.5868604886298548,2.9466665390389357,1.5809907641820302,1.434870894227621,1.208336928253688,2.4129485602343146,-1.9796827147096954,-0.07349672259104434,-0.4467149659427727,-0.5031581448168663,2.1451536889486404,0.5045370609167316,0
